objectid,web_url,phone,zip,gis_id,address,numrooms,name,x,y,addrid
8,http://www.beaconhotelwdc.com/,202-296-2100,20036,Htl_8,1615 RHODE ISLAND AVENUE NW,60,BEACON HOTEL AND CORPORATE QUARTERS,396699.750000000000000,137688.480000000010477,279263
71,http://www.marriott.com/hotels/travel/wasri-residence-inn-washington-dc-dupont-circle/,202-466-6800,20037,Htl_102,2120 P STREET NW,107,"RESIDENCE INN WASHINGTON, DC/DUPONT CIRCLE",395895.679999999993015,137950.940000000002328,279547
72,https://www.marriott.com/hotels/travel/wasfg-residence-inn-washington-dc-foggy-bottom/,202-785-2000,20037,Htl_103,801 NEW HAMPSHIRE AVENUE NW,103,"RESIDENCE INN WASHINGTON, DC/FOGGY BOTTOM",395467.929999999993015,136889.660000000003492,277506
73,http://www.marriott.com/hotels/travel/wascp-residence-inn-washington-dc-capitol/,202-484-8280,20024,Htl_104,333 E STREET SW,233,"RESIDENCE INN WASHINGTON, DC/CAPITOL",398617.820000000006985,135086.410000000003492,277584
74,http://www.ritzcarlton.com/en/Properties/WashingtonDC/Default.htm,202-835-0500,20037,Htl_105,1150 22ND STREET NW,300,"THE RITZ-CARLTON, WASHINGTON, D.C.",395743.760000000009313,137408.029999999998836,278889
75,http://www.ritzcarlton.com/en/hotels/washington-dc/georgetown,202-912-4100,20007,Htl_106,3100 SOUTH STREET NW,86,RITZ-CARLTON GEORGETOWN,394648.000000000000000,137263.679999999993015,300061
76,http://www.theriverinn.com/,202-337-7600,20037,Htl_107,924 25TH STREET NW,125,THE RIVER INN,395340.919999999983702,137064.700000000011642,273930
77,http://www.stgregoryhotelwdc.com/,202-530-3600,20036,Htl_108,2033 M STREET NW,155,SAINT GREGORY,395985.660000000032596,137561.809999999997672,279520
78,https://www.gloverparkhotel.com,202-337-9700,20007,Htl_109,2505 WISCONSIN AVENUE NW,150,KIMPTON GLOVER PARK HOTEL,393691.040000000037253,139495.110000000015134,301508
79,http://www.starwoodhotels.com/stregis/property/overview/index.html?propertyID=193,202-638-2626,20006,Htl_110,923 16TH STREET NW,193,"THE ST. REGIS WASHINGTON, D.C.",396868.950000000011642,137139.510000000009313,242334
80,http://www.stateplaza.com/,202-861-8200,20037,Htl_111,2117 E STREET NW,460,STATE PLAZA HOTEL,395879.380000000004657,136504.720000000001164,242537
9,https://www.georgetowninnwestend.com/,202-457-0565,20037,Htl_9,1121 NEW HAMPSHIRE AVENUE NW,76,GEORGETOWN INN WEST END,395840.729999999981374,137384.059999999997672,242738
81,http://swannhouse.com/,202-265-4414,20009,Htl_112,1808 NEW HAMPSHIRE AVENUE NW,12,SWANN HOUSE LLC,396593.359999999986030,138522.130000000004657,241551
82,http://www.tabardinn.com/,202-785-1277,20036,Htl_113,1739 N STREET NW,40,TABARD INN,396531.390000000013970,137733.559999999997672,218468
83,http://www.thebaronhotel.com/,202-293-1887,20037,Htl_114,1523 22ND STREET NW,53,THE BARON HOTEL,395795.460000000020955,138049.279999999998836,225698
84,http://www.theconcordia.com/,202-557-2000,20036,Htl_116,1250 NEW HAMPSHIRE AVENUE NW,121,THE CONCORDIA,395929.320000000006985,137614.630000000004657,279009
85,http://www.doylecollection.com/locations/washington_dc_hotels/the_dupont_circle_hotel.aspx,202-483-6000,20036,Htl_118,1500 NEW HAMPSHIRE AVENUE NW,327,THE DUPONT CIRCLE HOTEL,396262.530000000027940,138068.420000000012806,225560
86,http://eldonsuites.com/,202-540-5000,20001,Htl_119,933 L STREET NW,50,THE ELDON LUXURY SUITES,397797.040000000037253,137397.000000000000000,239808
87,https://embassy-inn-hotel-dc.com/,202-234-7800,20009,Htl_120,1627 16TH STREET NW,39,THE EMBASSY INN HOTEL,396873.419999999983702,138263.700000000011642,242291
88,https://fairfaxwashingtondc.com,202-293-2100,20008,Htl_121,2100 MASSACHUSETTS AVENUE NW,259,THE FAIRFAX AT EMBASSY ROW,395921.690000000002328,138070.769999999989523,225940
89,http://www.fairmont.com/washington/,202-429-2400,20037,Htl_122,2401 M STREET NW,415,THE FAIRMONT,395509.260000000009313,137522.610000000015134,273950
90,https://www.thegrahamgeorgetown.com/,202-337-0900,20007,Htl_123,1075 THOMAS JEFFERSON STREET NW,57,THE GRAHAM GEORGETOWN,394802.559999999997672,137438.570000000006985,273855
10,https://www.bridgestreet.com/properties/washington/the-woodward,1-800-278-7338,20005,Htl_10,733 15TH STREET NW,,THE WOODWARD BY BRIDGESTREET,397105.090000000025611,136887.299999999988358,279921
91,http://kaloramaguesthouse.com/,202-588-8188,20008,Htl_124,2700 CATHEDRAL AVENUE NW,11,THE KALORAMA GUEST HOUSE,395185.030000000027940,140032.200000000011642,284453
92,https://www.jdvhotels.com/hotels/washington-dc/washington/liaison-capitol-hill,202-638-1616,20001,Htl_125,415 NEW JERSEY AVENUE NW,343,THE LIASON CAPITOL HILL,399073.190000000002328,136393.570000000006985,237162
93,http://omansion.com/lodging,202-496-2000,20036,Htl_126,2020 O STREET NW,49,THE MANSION ON O STREET,396016.739999999990687,137836.910000000003492,243057
94,https://www.marriott.com/hotels/travel/wasak-the-mayflower-hotel-autograph-collection/,202-347-3000,20036,Htl_127,1127 CONNECTICUT AVENUE NW,657,"THE MAYFLOWER HOTEL, AUTOGRAPH COLLECTION",396576.729999999981374,137399.130000000004657,241797
95,http://www.thenormandydc.com/,202-483-1350,20008,Htl_128,2118 WYOMING AVENUE NW,75,THE NORMANDY HOTEL,395877.570000000006985,138825.700000000011642,235029
96,https://www.redlion.com/washington-dc,202-223-4320,20036,Htl_129,1823 L STREET NW,99,HOTEL RL,396295.710000000020955,137347.679999999993015,241297
97,http://www.starwoodhotels.com/westin/property/overview/index.html?propertyID=1761,202-429-1700,20005,Htl_131,1400 M STREET NW,406,"THE WESTIN WASHINGTON, D.C. CITY CENTER",397099.840000000025611,137495.929999999993015,240254
98,http://washington.intercontinental.com/,202-628-9100,20004,Htl_132,1401 PENNSYLVANIA AVENUE NW,340,WILLARD INTERCONTINENTAL WASHINGTON D.C.,397194.150000000023283,136516.410000000003492,279129
99,http://www.topazhotel.com/,202-393-3000,20036,Htl_133,1733 N STREET NW,99,KIMPTON TOPAZ HOTEL,396555.850000000034925,137729.619999999995343,241760
100,http://www.wwashingtondc.com/,202-661-2400,20004,Htl_134,515 15TH STREET NW,317,W WASHINGTON D.C.,397103.429999999993015,136567.809999999997672,279820
